省,市,医院名称,地址,邮政编码,电话,院长,床位数,等级,日门诊量,特色专科
河南省,平顶山市,平顶山锦纶帘子布厂职工医院,平顶山市建设路东段63号,467021,0375-3921633,,100,,63,
河南省,平顶山市,平顶山市棉纺织厂职工医院,平顶山市新华区公园北街,467021,0375-2923127,,100,,81,
河南省,平顶山市,梁洼煤矿职工医院,平顶山市,467045,0375-2527122,,100,,87,
河南省,平顶山市,河南省第一绢麻纺织印染厂职工医院,平顶山市公园北街,466000,0375-2923127,王和平,60,,81,
河南省,平顶山市,平顶山煤业(集团)公司职工医院,平顶山市凤凰路1号,467031,0375-2923196,王寿昌,210,,288,肿瘤科、妇产科、肛肠科、腰腿痛科等
河南省,叶县,叶县人民医院,叶县城关南街,467200,0375-8052652,曹佥喜,200,,289,内儿科、骨伤科、妇产科等
河南省,叶县,叶县中医院,叶县许南大街28号,467200,0375-8053259,王梅花,100,,174,
河南省,叶县,叶县公费医疗医院,叶县南街,467200,0375-8052652,焦金玉,50,,306,
河南省,郏县,郏县中医院,郏县城关镇北大街,467100,0375-5165265,,120,,250,
河南省,郏县,郏县公费医疗医院,郏县东关街,467100,0375-5161916,魏中生,67,,298,
河南省,舞钢市,舞钢市人民医院,舞钢市朱兰健康路北段,462500,0375-8123229,张书亭,144,,154,
河南省,舞钢市,舞钢市中医院,舞钢市温州路,462500,0375-8123151,潘泉水,76,,89,
河南省,舞钢市,舞钢市社会保险医院,舞钢市健康路,462500,0375-8133132,周标,75,,111,
河南省,舞阳县,舞阳县中医院,舞阳县西大街,462400,0395-7121509,杨金领,60,,281,
河南省,舞阳县,舞阳县公费医疗医院,舞阳县人民路,462400,0395-7121036,薛宏峰,117,,226,
河南省,舞钢市,中国有色总公司六建职工医院,舞钢市阮岭,462500,0375-8123287,,100,,86,
河南省,汝州市,汝州市第二人民医院,汝州市下洼堂28号,467500,0375-6862678,段东杰,100,,148,
河南省,汝州市,汝州市第三人民医院,汝州市第三人民医院,467543,0375-6908013,高鲜会,150,,213,
河南省,汝州市,汝州市第四人民医院,汝州市丹阳中路139号,467500,0375-6862732,郭德仁,183,,255,
河南省,汝州市,汝州市卫校,汝州市丹阳中路39号,467500,0375-6862852,郭宪政,100,,117,
河南省,汝州市,汝州市汝州镇乡卫生院,汝州市丹阳路139号,467500,0375-6152732,,100,,53,
河南省,汝州市,河南省矿业建设工程第一公司职工医院,汝州市广成东路4号,467500,0375-6863001,温西京,52,,41,
河南省,汝州市,平顶山市梨元矿务局职工医院,汝州市寄料镇,467532,0375-6719001,,150,,178,
河南省,汝州市,朝川矿务局医院,汝州市小屯乡,467523,0375-6608350,段宣文,123,,24,
河南省,宝丰县,宝丰县中医院,宝丰县城关镇兴宝路74号,467400,0375-6522015,王松山,130,,249,
河南省,宝丰县,宝丰铁路医院,宝丰县龙兴南路41号,467400,0375-6520355,赵金平,100,,78,
河南省,鲁山县,鲁山县人民医院,鲁山县人民路,463700,0375-5052440,李燕侠,301,,453,普外科、骨伤科、五官科等
河南省,鲁山县,鲁山县中医院,鲁山县叶茂庄村,467300,0375-5052298,李新乾,70,,33,
河南省,鲁山县,鲁山县同仁医院,鲁山县叶茂庄村,467347,0375-5051941,王保义,150,,99,
河南省,鲁山县,鲁山县公费医疗医院,鲁山县鲁阳镇南后街43号,467300,0375-5051227,郭富县,100,,174,
河南省,鲁山县,鲁山国营江河机械厂职工医院,鲁山县让河乡,467337,0375-5752131,,160,,184,
河南省,信阳市,信阳地区中医院,信阳市解放路58号,464000,0376-6221536,高曙霞,203,,354,骨伤、皮肤科等
河南省,信阳市,信阳市中心医院,信阳市四一路1号,464000,0376-6204504、6251881,,,,,
河南省,信阳市,信阳市眼科医院(原：信阳市第二人民医院),信阳市人民路31号,464000,0376-6225944,黄毅,80,,101,内分泌科、骨外科、骨伤科、呼吸内科等
河南省,信阳市,信阳市中医院,信阳市民权路315号,464000,0376-6224673,李玉华,140,,211,
河南省,信阳市,信阳市妇幼保健院,信阳市胜利路91号,464000,0376-6224091,刘智兰,27,,58,
河南省,信阳市,信阳市精神病医院,信阳市北京路66号,464000,0376-6334344、6332345,孙正明,180,,22,
河南省,信阳市,信阳市肛肠医院,信阳市胜利路12号,464000,0376-6224007,王鸿森,80,,66,
河南省,信阳市,信阳市肿瘤医院,信阳市北京路60号,464000,0376-6335421、6224719,王永和,100,,58,
河南省,信阳市,信阳市结核病院,信阳市,464000,0376-6550641,,,,,
河南省,信阳市,信阳市按摩医院,信阳市胜利路68号,464000,,,,,,
河南省,信阳市,信阳肾脏病医院,信阳市楚王城,464000,0376-6551122、6551311,江辉,100,,,肾脏病专科
河南省,信阳市,信阳地区公费医疗医院,信阳市解放路125号,464000,0376-6224108,郭书民,78,,85,
河南省,信阳市,信阳市财贸医院,信阳市,464000,0376-6233600,,,,,
河南省,信阳市,信阳地区汽车运输总公司职工医院,信阳市人民路4号,464000,0376-6222211,邹刚,110,,172,
河南省,信阳市,信阳县第一人民医院,信阳县兴隆,464100,0376-3771841,张柏成,204,,183,普外科、胸外科、肿瘤科等
河南省,信阳市,信阳县第二人民医院,信阳县胜利街,464194,0376-8661340,仝茂盛,75,,125,
河南省,信阳市,信阳县妇幼保健院,信阳县人民居委会,464100,0376-3771844,王道进,35,,68,
河南省,罗山县,罗山县人民医院,罗山县北街,464200,0376-2122230,陈谟达,220,,157,传染病科、耳鼻喉科、康复科
河南省,罗山县,罗山县第二人民医院,罗山县街道,464238,0376-2750048,占才彬,45,,73,
河南省,罗山县,罗山县中医院,罗山县北街,462400,0376-2122310,王爱章,35,,65,
河南省,罗山县,罗山县妇幼保健院,罗山县新村,464200,0376-2124323,梅桂琴,35,,38,
河南省,罗山县,罗山县公费医疗医院,罗山县北街,462400,0376-2122821,余正富,65,,130,
河南省,南阳市,南阳市第二人民医院,南阳市建设东路18号,473012,0377-3222437、3020252,叶万林,113,,201,
河南省,南阳市,南阳市中医院,南阳市七一路127号,473060,0377-3132250、3176380,张丰伟,120,,176,
河南省,南阳市,南阳市卧龙区第二人民医院,南阳市,473060,,鲜化如,,,,
河南省,南阳市,南阳市妇幼保健院,南阳市文化路,473062,0377-3133696,,50,,74,
河南省,南阳市,南阳市肿瘤医院,南阳市卧龙区,473060,0377-3131562、3512562,张文韬,33,,49,
河南省,南阳市,南阳市口腔医院,南阳市光武中路49号,473013,0377-3222378,刘中寅,30,,298,
河南省,南阳市,南阳市精神病院,南阳市岗王村委会,473083,0377-3522958、3550175,王禄文,180,,54,
河南省,南阳市,南阳市眼科医院,南阳市梅溪路27号,473014,0377-3223198,张铁锤,150,,286,
河南省,南阳市,南阳市骨科医院,南阳市新华西路111号,473054,0377-3132363,张国峰,110,,186,
河南省,南阳市,南阳市中医骨伤科医院,南阳市解放路96号,473004,0377-3227164、3222337,马钦召,100,,653,
河南省,南阳市,南阳市中医外科医院,南阳市新华东路,473000,0377-3222547,刘传敏,44,,76,
河南省,南阳市,南阳市按摩医院,南阳市新华东路,473000,,,,,,
河南省,南阳市,南阳市肝胆病医院,南阳市,473000,0377-3561616,,,,,
河南省,南阳市,南阳市公疗医院,南阳市,473000,0377-3137663,,,,,
河南省,南阳市,南阳市张仲景医院,南阳市医圣祠街126号,473008,0377-3207079,韦彦之,100,,227,
河南省,南阳市,南阳市南石医院,南阳市中州西路,473065,0377-3551161,赵俊祥,205,,89,脑血管病科、肿瘤科、痔瘘科等
河南省,南阳市,南阳中医中药学校附院,南阳市卧龙路131号,473004,0377-3512468,,,,,
河南省,南阳市,南阳市公费医疗医院,南阳市中州路311号,473056,0377-3137663,白远景,100,,562,
河南省,南阳市,河南石油勘采局职工医院,南阳市,473132,0377-3852611、3852850,,448,,249,消化内科、呼吸内科、泌尿外科、骨外科等
河南省,南阳市,中国建筑第七工程局职工医院,南阳市麒麟路35号,473085,0377-3551557,,150,,164,
河南省,南阳市,南阳汽车运输公司职工医院,南阳市宛城区书院居委会,473000,0377-3223937,杨晓峰,58,,79,
河南省,方城县,方城县人民医院,方城县民权街,473200,0377-7232693、7212270,藏岐山,258,,381,耳鼻喉科、皮肤科、理疗科等
河南省,方城县,方城县中医院,方城县翟庄村,473200,0377-7233526,,100,,163,
河南省,方城县,方城县公疗医院,方城县南阁,473200,0377-7232035,侯明祥,60,,203,
河南省,方城县,国营中南机械厂职工医院,方城县广店乡,473264,0377-7319323,,110,,95,
河南省,南召县,南召县人民医院,南召县健康路3号,474650,0377-6913134,张铁锤,180,,511,
河南省,南召县,南召县中医院,南召县中华路69号,474650,0377-6913760,王彩琴,80,,127,
河南省,南召县,南召县公费医疗医院,南召县青南街48号,474650,0377-6913984,李兴奇,65,,87,
河南省,南召县,南召县云阳镇卫生院,南召县云阳镇,474676,0377-6662006,,100,,65,
河南省,南召县,国营向东机械厂职工医院,南召县,474677,0377-6601114,,120,,102,
河南省,南召县,红阳机械厂职工医院,南召县,474678,0377-6692209,,110,,151,
河南省,南召县,红宇机械厂职工医院,南召县,474775,0377-6681200,,100,,126,
河南省,镇平县,镇平县中医院,镇平县县城,474250,0377-5921336,,80,,261,
河南省,镇平县,镇平县公疗医院,镇平县县城,474250,0377-5921541,,76,,271,
河南省,邓州市,邓州市第二人民医院,邓州市城区,474150,0377-2124031,,100,,253,
河南省,邓州市,邓州第二医院,邓州市新华街,474155,0377-2125147,张茂强,54,,128,
河南省,邓州市,邓州市妇幼保健院,邓州市新华街,474150,0377-2125139,王秀琴,47,,99,
河南省,邓州市,邓州市骨伤医院,邓州市城郊乡,474150,0377-2124031,,100,,51,
河南省,邓州市,邓州市康复医院,邓州市新华路107号,474150,0377-2125410,朱会有,84,,137,
河南省,邓州市,邓州市周围血管病研究所,邓州市城区,474150,,,,,,
河南省,邓州市,邓州公费医疗医院,邓州市新华街,474150,0377-2125560,刘方全,140,,78,
河南省,新野县,新野县人民医院,新野县健康路,473500,0377-6222414、6260198,陈定生,350,,792,
河南省,新野县,新野县中医院,新野县解放路,473500,0377-6221389,高红宇,123,,782,
河南省,新野县,新野县康复医院,新野县东关,473500,0377-6223814,高建永,82,,126,
河南省,新野县,新野县公费医疗医院,新野县汉城路17号,473500,0377-6222543,乔玉奇,70,,321,
河南省,唐河县,唐河县人民医院,唐河县新华街,473400,0377-8922202,王海流,350,,636,耳鼻喉科、口腔科、放射科等
河南省,唐河县,唐河县中医院,唐河县新春街,473400,0377-8922734,南金台,100,,510,
河南省,唐河县,唐河县康复医院,唐河县新春街,473400,0377-8923042,刘建运,76,,88,
河南省,唐河县,唐河县公费医疗医院,唐河县新民街,473400,0377-8922329,包飞建,79,,153,
河南省,桐柏县,桐柏县人民医院,桐柏县淮南新村209号,474750,0377-8222777,马旭升,195,,239,
河南省,桐柏县,桐柏县中医院,桐柏县淮安街43号,474750,0377-8222293,魏志忠,10,,123,
河南省,桐柏县,桐柏县公疗医院,桐柏县八一街141号,474750,0377-8226159,左宣恭,46,,52,
河南省,桐柏县,桐柏县统筹保险医院,桐柏县淮源大道,474750,0377-8222213,赵琢坤,27,,68,
河南省,桐柏县,河南油田第一采油厂双河医院,桐柏县,474780,0377-3839114,,120,,84,
河南省,社旗县,社旗县人民医院,社旗县东裕街,473300,0377-7921332,陈少禹,210,,214,骨外科、妇产科、耳鼻喉科等
河南省,社旗县,社旗县中医院,社旗县老街,473300,0377-7921579,朱建堂,62,,332,
河南省,社旗县,社旗县公疗医院,社旗县永安街,473300,0377-7921448,张效生,72,,74,
河南省,内乡县,内乡县人民医院,内乡县县城,474354,0377-5333670、5328111,熊俊建,300,,508,普外科、传染病科、胸颅外科等
河南省,内乡县,内乡县中医院,内乡县县城,474350,0377-8332399,,60,,273,
河南省,内乡县,内乡县公疗医院,内乡县县城,474350,0377-5333252,,60,,350,
河南省,淅川县,淅川县人民医院,淅川县新建路21号,474450,0377-4212197,申大庭,252,,267,普外科、胸颅外科、妇产科、呼吸科等
河南省,淅川县,淅川县中医院,淅川县灌河252号,474450,0377-4212746,贾院长,100,,654,
河南省,淅川县,淅川县公费医疗医院,淅川县解放街162号,474450,0377-4212747,陈吉章,71,,121,
河南省,西峡县,西峡县人民医院,西峡县莲花村,474550,0377-4662262、4679801,贾院长,231,,654,泌尿外科、普外科、口腔科等
河南省,西峡县,西峡县中医院,西峡县关巷村,474500,0377-4662402,符保太,60,,412,
河南省,西峡县,西峡县公疗医院,西峡县礼堂村,474550,0377-4663480,李丙涛,67,,419,
河南省,开封市,开封市第二人民医院,开封市汴京大道东段,475002,0378-2922430、2921438,胡英明,638,,1348,心血管内科、肿瘤科、ICN、眼科、皮肤科
河南省,开封市,开封市第四人民医院,开封北土街59号,475000,0378-5954280,陈利军,250,,465,
河南省,开封市,开封市第五人民医院,开封市郑汴公路8号,475003,0378-3931052,赵奈汤,150,,247,
河南省,开封市,开封市第二中医院,开封市解放路,475004,0378-332948,姜卫洲,105,,87,
河南省,开封市,开封市妇产医院,开封市寺后街36号,475000,0378-5954240,闫金凤,225,,190,高危妊娠防治中心、妇科肿瘤治疗中心
河南省,开封市,开封市儿童医院,开封市自由路中段77号,475000,0378-5950681、5666457,刘泽茹,200,,267,
河南省,开封市,开封市肿瘤医院,开封市柯家楼街86号,475003,0378-3931324,高欣,220,,64,肿瘤科、肛肠科、皮肤科、五官科等
河南省,开封市,开封结核病医院,开封市宋门外南后街48号,475003,0378-5951645,,210,,41,中医科、淋巴结核科、病理科等
河南省,开封市,开封市传染病医院,开封市铁塔西街2号,475001,0378-5956251、2876251,冯志勤,220,,96,传染病科、结核科等
河南省,开封市,开封市精神病医院,开封市郑汴路8号,475003,0378-3931053,,220,,49,精神病康复科、音乐治疗科、血液净化科等
河南省,开封市,开封市按摩医院,开封市娴人巷5号,475000,,,,,,
河南省,开封市,开封南关区医院,开封市高屯路66号,475004,0378-3932646,赵世军,250,,262,心血管内科、神经内科、骨外科、脑瘫科、妇产科、皮肤性病科、男女不孕症专科、肛肠科等
河南省,开封市,开封市郊区人民医院,开封市环南路,475004,0378-3932985,袁金珍,78,,128,
河南省,开封市,开封龙亭医院,开封市中山路北段257号,475001,0378-5952031,詹国清,253,,384,神经内科、妇产科、中医科、神经外科等
河南省,开封市,开封济慈医院,开封市向阳路2号,475003,0378-3933012,曹元禄,74,,92,
河南省,开封市,开封市回族医院,开封市南土街29号,475000,0378-5955242、5976778,田立功,210,,151,肝病、骨科、药剂科、血液科等
